tourism_id,tourism_name,tourism_description,category,city,price,rating,tourism_location,tourism_image,tourism_gmaps,latlong,latitude,longitude
tfyzzefm2p9k7boun95648ytyj1r2571i2oda2g93dk88zp8ow6t5mn,Museum Barli,"Museum Barli adalah sebuah museum yang terletak di Kota Bandung. Museum ini didedikasikan untuk mengenang dan memamerkan hasil karya pelukis Barli Sasmitawinata. Museum ini didirikan pada tahun 1990 dan diresmikan pada Oktober 1992 oleh Soesilo Soedarman, Menteri Pariwisata, Pos, dan Telekomunikasi pada waktu itu. Awalnya museum ini tidak dibuka untuk umum. Namun, saat ini museum dapat dikunjungi oleh siapa saja. Museum ini juga menjadi tempat dari berbagai kegiatan seni seperti pameran karya seni rupa, penjualan karya, diskusi dan sarasehan, pelatihan studio keramik dan lukis.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"15,000.00",4.4,"Jl. Prof. Dr. Sutami No.91, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",https://bolulembang.co.id/wp-content/uploads/2023/01/Untitled-10.png?x31789,"https://www.google.com/maps/place/Barli+Museum/@-6.878246,107.5875102,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e68fe62d7cbb:0x4d93f4df24206370!8m2!3d-6.878246!4d107.5875102!16s%2Fg%2F1td82tp_?entry=ttu","-6.878112854741675, 107.58751020000001",-6.878112855,107.5875102
tfysuo5gbznp3nqzxluccv19t7s9l3ltp2q6u263bnx34arn79v0dmn,Museum Benteng Vredeburg Yogyakarta,"Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Yogyakarta,"3,000.00",4.6,"Jl. Margo Mulyo No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://kebudayaan.jogjakota.go.id/assets/instansi/kebudayaan/gallery/page_20210729_061443.png,"https://www.google.com/maps/place/Vredeburg+Museum/@-7.800293,110.3661642,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5788c0b3eecf:0xb9611ce0232a9ff8!8m2!3d-7.800293!4d110.3661642!16zL20vMGJyZmY4?entry=ttu","-7.800117612165408, 110.36648606506917",-7.800117612,110.3664861
tfyys18wwnn6cl4i4kx5xvr31h6dhfnzzefm2p9k7boun95648ytymn,Museum Fatahillah,"Museum Fatahillah memiliki nama resmi Museum Sejarah Jakarta adalah sebuah museum yang terletak di Jalan Taman Fatahillah No. 1, Jakarta Barat dengan luas lebih dari 1.300 meter persegi.\nBangunan ini dahulu merupakan balai kota Batavia (bahasa Belanda: Stadhuis van Batavia) yang dibangun pada tahun 1707-1710 atas perintah Gubernur-Jendral Joan van Hoorn. Bangunan ini menyerupai Istana Dam di Amsterdam, terdiri atas bangunan utama dengan dua sayap di bagian timur dan barat serta bangunan sanding yang digunakan sebagai kantor, ruang pengadilan, dan ruang-ruang bawah tanah yang dipakai sebagai penjara. Pada tanggal 30 Maret 1974, bangunan ini kemudian diresmikan oleh bapak Ali Sadikin sebagai Museum Sejarah Jakarta.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"5,000.00",4.4,"Jl. Pintu Besar Utara No.27, RT.7/RW.7, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Jakarta_Indonesia_Jakarta-History-Museum-02.jpg/1024px-Jakarta_Indonesia_Jakarta-History-Museum-02.jpg,"https://www.google.com/maps/place/Jakarta+History+Museum/@-6.1352092,106.8107226,17z/data=!4m10!1m2!2m1!1smuseum+fatahillah!3m6!1s0x2e6a1dff4292a57d:0x12f0032d678c0745!8m2!3d-6.1352!4d106.8133!15sChFtdXNldW0gZmF0YWhpbGxhaFoTIhFtdXNldW0gZmF0YWhpbGxhaJIBDmhpc3RvcnlfbXVzZXVt4AEA!16s%2Fm%2F05b1p21?entry=ttu","-6.135001185933093, 106.8137803181571",-6.135001186,106.8137803
tfyrw7qp1tvq7rcbyq5ys18wwnn6cl4i4kx5xvr31h6dhfnzzefm2mn,Museum Geologi Bandung,"Museum Geologi didirikan pada tanggal 16 Mei 1929 Museum ini telah direnovasi dengan dana bantuan dari JICA (Japan International Cooperation Agency). Setelah mengalami renovasi, Museum Geologi dibuka kembali dan diresmikan oleh Wakil Presiden RI, Megawati Soekarnoputri pada tanggal 23 Agustus 2000. Sebagai salah satu monumen bersejarah, museum berada di bawah perlindungan pemerintah dan merupakan peninggalan nasional. Dalam Museum ini, tersimpan dan dikelola materi-materi geologi yang berlimpah, seperti fosil, batuan, mineral. Kesemuanya itu dikumpulkan selama kerja lapangan di Indonesia sejak 1850.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"2,000.00",4.6,"Jl. Diponegoro No.57, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandung%2C_Museum_Geologi.jpg,"https://www.google.com/maps/place/Museum+Geologi/@-6.9007162,107.6214553,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e64ccaafebbd:0x9e53739bff7334f6!8m2!3d-6.9007162!4d107.6214553!16s%2Fg%2F121qmxzr?entry=ttu","-6.900497852103445, 107.62172352089098",-6.900497852,107.6217235
tfyj195hfvarmjr3dsjq63nobptyrdjkim27cx65gjlfw72reguehmn,Museum Gunung Merapi,"Museum Gunung Merapi (bahasa Jawa: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya .",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Yogyakarta,"10,000.00",4.4,"9CMC+7RJ, Jl. Kaliurang No.Km 22, Banteng, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",https://lh3.googleusercontent.com/p/AF1QipOLT-GldzqnZMjNDpmDZ7JySKPUNIKvqfGa0R7S=s1360-w1360-h1020,"https://www.google.com/maps/place/Merapi+Volcano+Museum/@-7.6159272,110.4243329,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5e6ec08af943:0xa843109615445506!8m2!3d-7.6159272!4d110.4243329!16s%2Fg%2F11x7vhnj9?entry=ttu","-7.615730467366412, 110.42437581534254",-7.615730467,110.4243758
tfyyi5h7asaieqo4j0vs0cm1szfcwxky270mssrvbgk6eepsuo5gbmn,Museum Joang 45,"Gedung Joang '45 atau Museum Joang 45 adalah salah satu museum yang berada di Jakarta. Saat ini pengelolaannya dilaksanakan oleh Dinas Pariwisata dan Kebudayaan Provinsi DKI Jakarta. Museum ini terletak di Jalan Menteng Raya 31, Kelurahan Kebon Sirih, Kecamatan Menteng, Jakarta Pusat. Museum ini diresmikan pada tahun 1974 oleh Presiden Soeharto, setelah dilakukan renovasi.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"2,000.00",4.0,"Jl. Menteng Raya No.31 1, RT.1/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",https://museum.kemdikbud.go.id/storage/assets/images/museums/193/2019-11-27_1087.jpg,"https://www.google.com/maps/place/Gedung+Joang+'45/@-6.1860641,106.8365002,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f439e42506f1:0x5b47d4d83d25b9dd!8m2!3d-6.1860641!4d106.8365002!16s%2Fg%2F120yrqgp?entry=ttu","-6.185845439492409, 106.83652165767126",-6.185845439,106.8365217
tfyzzqgzfnxkxnq8zyt64kzgkhps2hiovrcn0erng2887a0v0luu5mn,Museum Kereta Ambarawa,"Museum Kereta Api Ambarawa (bahasa Inggris: Indonesian Railway Museum, Ambarawa) adalah sebuah stasiun kereta api yang sudah dialihfungsikan menjadi sebuah museum serta merupakan museum perkeretaapian pertama di Indonesia. Museum ini memiliki koleksi kereta api yang pernah berjaya pada zamannya. Museum ini secara administratif berada di Desa Panjang, Ambarawa, Semarang. Museum yang terletak pada ketinggian +474,40 meter ini termasuk dalam Daerah Operasi IV Semarang dan dikelola oleh Unit Pusat Pelestarian dan Desain Arsitektur PT Kereta Api Indonesia bekerja sama dengan Pemerintah Provinsi Jawa Tengah.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Semarang,"10,000.00",4.5,"Jl. Stasiun No.1, Panjang Kidul, Panjang, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50614",https://asset.kompas.com/crops/rCSzSWRzPWA2-N-sQs9RyLHw9iM=/0x0:1800x1200/750x500/data/photo/2023/01/07/63b9780495991.jpg,"https://www.google.com/maps/place/Museum+Kereta+Api+Ambarawa/@-7.2647581,110.4037519,17z/data=!4m10!1m2!2m1!1sMuseum+Kereta+Ambarawa!3m6!1s0x2e70819f66cfe1af:0x5d929f537b2631f6!8m2!3d-7.2645862!4d110.4046848!15sChZNdXNldW0gS2VyZXRhIEFtYmFyYXdhWhgiFm11c2V1bSBrZXJldGEgYW1iYXJhd2GSAQtyYWlsX211c2V1beABAA!16s%2Fm%2F05b56kj?entry=ttu","-7.264284499192687, 110.40470676637186",-7.264284499,110.4047068
tfy3dsjq63nobptyrdjkim27cx65gjlfw72reguehqocl33ms1kyjmn,Museum Kesehatan Dr. Adhyatma,"Museum Kesehatan Dr. Adhyatma, MPH adalah museum kesehatan yang dirintis Pemerintah indonesia melalui Departemen Kesehatan pada tanggal 16 Desember 2003. Museum Kesehatan Puslitbang Pelayanan dan Tehnologi kesehatan (PUSLITBANG YANTEKKES) diresmikan oleh Menteri Kesehatan pada tanggal 14 September 2004, sehingga diberi nama Museum Kesehatan Dr. Adhyatma, MPH.Museum Kesehatan Dr. Adhyatma, MPH, berlokasi di Jl. Indrapura 17 Surabaya Jawa Timur.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Surabaya,"10,000.00",4.4,"Jl. Indrapura No.17, Kemayoran, Kec. Krembangan, Surabaya, Jawa Timur 60176",https://bappedalitbang.surabaya.go.id/ecobis/upload/wisata/sejarah/detail_17_02.jpg,"https://www.google.com/maps/place/Museum+Kesehatan+Dr.+Adhyatma,+MPH/@-7.240328,112.731431,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f924ee526f07:0x96c9afdc7c30999d!8m2!3d-7.240328!4d112.731431!16s%2Fg%2F1pv2q6k9y?entry=ttu","-7.240163029026318, 112.73144172883565",-7.240163029,112.7314417
tfyp9k7boun95648ytyj1r2571i2oda2g93dk88zp8ow6t5wyg862mn,Museum Konferensi Asia Afrika,"Museum Konferensi Asia Afrika merupakan salah satu museum yang berada di kota Bandung yang terletak di Jalan Asia Afrika No. 65. Museum ini merupakan memorabilia Konferensi Asia Afrika. Museum ini memiliki hubungan yang sangat erat dengan Gedung Merdeka. Secara keseluruhan Gedung Merdeka memiliki dua bangunan utama, yang pertama disebut Gedung Merdeka sebagai tempat sidang utama, sedangkan yang berada di samping Gedung Merdeka adalah Museum Konferensi Asia Afrika sebagai tempat memorabilia Konferensi Asia Afrika. Latar belakang dibangunnya museum ini adalah adanya keinginan dari para pemimpin bangsa-bangsa di Asia dan Afrika untuk mengetahui tentang Gedung Merdeka dan sekitarnya tempat Konferensi Asia Afrika berlangsung. Hal ini membuat Menteri Luar Negeri Republik Indonesia, Prof. Dr. Mochtar Kusumaatmadja, S.H., LL.M memiliki ide untuk membangun sebuah museum. Ide tersebut disampaikannya pada forum rapat Panitia Peringatan 25 tahun Konferensi Asia Afrika (1980) yang dihadiri oleh Direktur Jenderal Kebudayaan Prof. Dr. Haryati Soebadio sebagai wakil dari Departemen Pendidikan dan Kebudayaan. Kemudian museum ini diresmikan pada tanggal 24 April 1980 bertepatan dengan peringatan 25 tahun Konferensi Asia Afrika.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"0,00",4.6,"Jl. Asia Afrika No.65, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",https://upload.wikimedia.org/wikipedia/commons/8/84/Musium_KAA.jpg,"https://www.google.com/maps/place/Asian+African+Conference+Museum/@-6.921237,107.6070104,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e62f1591964f:0xed1630ec8b20a472!8m2!3d-6.921237!4d107.6095853!16s%2Fm%2F0fpk55x?entry=ttu","-6.921082565519549, 107.60956384232873",-6.921082566,107.6095638
tfy648ytyj1r2571i2oda2g93dk88zp8ow6t5wyg862fdt8ptqy0bmn,Museum Macan (Modern and Contemporary Art in Nusantara),"Museum Seni Modern dan Kontemporer di Nusantara atau Museum MACAN adalah sebuah museum seni di Kebon Jeruk di Jakarta, Indonesia. Museum ini merupakan yang pertama di Indonesia yang memiliki koleksi seni modern dan kontemporer Indonesia dan internasional.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"100,000.00",4.5,"AKR Tower Level M, Jl. Panjang No.5, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",https://assets.museummacan.org/2020/03/27/5e7e18918bd0260319534525.jpeg,"https://www.google.com/maps/place/Museum+MACAN+(Modern+and+Contemporary+Art+in+Nusantara)/@-6.1910434,106.7679858,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f71dafebfd57:0xf19623593db3f0f6!8m2!3d-6.1910434!4d106.7679858!16s%2Fg%2F11f4v4x9mf?entry=ttu","-6.1908674066228375, 106.76842568226117",-6.190867407,106.7684257
tfy4zocdrbeovaja1jzyi5h7asaieqo4j0vs0cm1szfcwxky270msmn,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"0,00",4.4,"Jl. Lembong No.38, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",https://tourbandung.id/wp-content/uploads/2018/11/47.-Museum-Mandala-Wangsit-Siliwangi-Bandung.jpg,"https://www.google.com/maps/place/Mandala+Wangsit+Siliwangi+Museum/@-6.9173255,107.6110696,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e63023209b95:0x3bdecfc50c8635e9!8m2!3d-6.9173255!4d107.6110696!16s%2Fg%2F122916dj?entry=ttu","-6.917192365727242, 107.61102668465745",-6.917192366,107.6110267
tfyi32piwpjszonefx3cv9vbowomivt8x496eqq56dtg0by2fle0wmn,Museum Mpu Tantular,"Museum Negeri Mpu Tantular adalah sebuah museum negeri yang berlokasi di kecamatan Buduran, Sidoarjo, Jawa Timur. Awalnya, museum ini bernama Stedelijk Historisch Museum Soerabaia, didirikan oleh Godfried von Faber pada tahun 1933 dan diresmikan pada tanggal 25 Juli 1937. Saat ini, museum ini dikelola oleh Unit Pelaksana Teknis pada Departemen Kebudayaan dan Pariwisata.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Surabaya,"2,000.00",4.4,"HP8C+G4P, Jl. Raya Buduran - Jembatan Layang, Bedrek, Siwalanpanji, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Mpu_Tantular_Museum.jpg/1024px-Mpu_Tantular_Museum.jpg,"https://google.com/maps/place/Museum+Mpu+Tantular/@-7.433661,112.720328,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f963d2d4fb4d:0xfd521173211bad9f!8m2!3d-7.433661!4d112.720328!16s%2Fg%2F12203whl?entry=ttu","-7.4334961006852955, 112.72031727116436",-7.433496101,112.7203173
tfyv19t7s9l3ltp2q6u263bnx34arn79v0djbxuutxmrw7qp1tvq7mn,Museum Nasional,"Museum Nasional Republik Indonesia atau Museum Gajah, adalah sebuah museum arkeologi, sejarah, etnografi, dan geografi yang terletak di Jakarta Pusat dan persisnya di Jalan Merdeka Barat 12. Museum ini merupakan museum pertama dan terbesar di Asia Tenggara.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"5,000.00",4.6,"Jl. Medan Merdeka Barat No.12, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110",https://akcdn.detik.net.id/community/media/visual/2023/09/17/kondisi-museum-nasional-pagi-ini-minggu-1692023-1_169.jpeg?w=700&q=90,"https://www.google.com/maps/place/National+Museum+of+Indonesia/@-6.1764021,106.8190152,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5d4b571f28b:0xa41541566f6058ed!8m2!3d-6.1764021!4d106.8215901!16s%2Fm%2F027vccr?entry=ttu","-6.176236768312396, 106.82161155767128",-6.176236768,106.8216116
tfyyhgslnhyi32piwpjszonefx3cv9vbowomivt8x496eqq56dtg0mn,Museum Nike Ardilla,"Museum Nike Ardilla diresmikan atau dibuka untuk umum tepat di hari dimana almarhumah Nike Ardilla jika masih hidup berusia 21 tahun. Diresmikan langsung sendiri oleh pihak keluarga yaitu ayahnya sendiri (Almarhum) R.Eddy Kusnaedi dengan pemotongan kue ulang tahun, dan disaksikan langsung di depan komunitas Nike Ardilla Fans Club. Museum ini menempati sebuah bangunan Rumah yang akan menjadi saksi bisu serta menyimpan segala kenangan Nike Ardilla selama hidupnya, dan populer juga dengan sebutan Rumah Nike Ardilla (RNA). Sahabat traveler’s, Konsep dasar bangunan Rumah Nike Ardilla (RNA) ini adalah merupakan paduan desain yang menyerupai Planet Hollywood, Hard Rock Cafe dan Museum pada umumnya yang biasa kita lihat. Museum Nike Ardilla ini menempati bangunan 2 lantai seluas 500 meter persegi, dimana lantai pertama digunakan sebagai tempat tinggal keluarga almarhumah Nike Ardila. Sementara di lantai 2 Museum, selain digunakan sebagai ruang pamer barang koleksi Nike Ardilla, Aksesoris serta benda-benda pribadi miliknya, anda juga bisa menyaksikan seperti apa sih ruang pribadi berupa kamar Nike Ardilla dengan segala isinya.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"0,00",4.6,"Komp. Arya Graha, Jl. Aria Utama No.5, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Barat 40292",https://cdns.klimg.com/resized/630x/g/2/7/27_tahun_berlalu_potret_rumah_nike_ardilla_yang_kini_sudah_jadi_museum_-_banyak_barang_peninggalan_mendiang_sang_bintang/museum_nike_ardilla-20221019-012-non_fotografer_kly.jpg,"https://www.google.com/maps/place/Museum+Nike+Ardilla/@-6.9405373,107.6724898,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68c2a6dabede01:0xb1c1cfdc86b0c8d5!8m2!3d-6.9405373!4d107.6724898!16s%2Fg%2F1pzpm7262?entry=ttu","-6.940361571403738, 107.67240396931489",-6.940361571,107.672404
tfyy1j195hfvarmjr3dsjq63nobptyrdjkim27cx65gjlfw72regumn,Museum Pendidikan Nasional,"Museum Pendidikan Nasional Universitas Pendidikan Indonesia diresmikan oleh Gubernur Jawa Barat, H. Ahmad Heryawan, Lc. Pembangunan Museum Pendidikan Nasional ini merupakan salah satu bentuk tanggung jawab UPI sebagai perguruan tinggi yang memiliki kepedulian terhadap kelestarian warisan sejarah budaya bangsa khususnya dibidang pendidikan. Museum pada umumnya memamerkan benda koleksi yang berasal dari masa lalu, namun hal tersebut berbeda dengan Museum Pendidikan Nasional Universitas Pendidikan Indonesia. Museum ini menyajikan bagaimana pendidikan dimasa yang akan datang, karena saat ini pendidikan menjadi bersifat forecasting atau ramalan. Keberadaan Museum Pendidikan Nasional diharapkan mampu menjadi wahana pusat penelitian, serta sumber belajar dan pembelajaran, yang dapat meningkatkan kompetensi pendidik maupun wawasan pembelajar dalam mengupayakan peningkatan mutu pendidikan, sekaligus menjadi tujuan wisata budaya di Jawa Barat dan Nasional. Karena pada dasarnya manusia tidak mempelajari masa lalu, melainkan masa depan.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"5,000.00",4.6,"Jl. Dr. Setiabudi No.229, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",https://museum.kemdikbud.go.id/storage/assets/images/museums/114/2022-10-04_822.jpg,"https://www.google.com/maps/place/Museum+Pendidikan+Nasional+UPI/@-6.8598124,107.5941421,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e6b9050dd3ab:0xb60935faacf5fbdb!8m2!3d-6.8598124!4d107.5941421!16s%2Fg%2F11bw2g3c_v?entry=ttu","-6.85967924958134, 107.59409918465744",-6.85967925,107.5940992
tfy9v0djbxuutxmrw7qp1tvq7rcbyq5ys18wwnn6cl4i4kx5xvr31mn,Museum Pos Indonesia,"Museum Pos Indonesia telah ada sejak masa Hindia Belanda dengan nama Pos Telegraph dan Telepon (PTT). Pada tahun 1931 telah dibuka Museum PTT yang terletak di bagian sayap kanan bawah Gedung Kantor Pusat PTT, Jalan Cilaki, nomor 55, Bandung, (sekarang nomor 73). Atau tepatnya di sayap timur gedung pusat pemerintahan Provinsi Jawa Barat yang lebih terkenal dengan Gedung Sate. Pada 27 September 1983, Menteri Pariwisata, Pos dan Telekomunikasi meresmikan PTT menjadi Museum Pos Indonesia. Koleksi museum ini terdiri atas prangko-prangko dari Indonesia dan berbagai negara yang sangat bersejarah, dengan jumlah mencapai 131.000.000 keping perangko dan 200 koleksi peralatannya, yakni berupa timbangan paket, alat cetak perangko, surat-surat berharga, armada pengantar surat, dan lain sebagainya. Selain menyimpan peninggalan pos tersebut dalam ruang pamer, Museum ini juga memiliki ruang social center yang dapat diperuntukan bagi aneka kegiatan.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"0,00",4.5,"Cilaki St No.73, Citarum, Bandung Wetan, Bandung City, West Java 40115",https://www.posindonesia.co.id/_next/image?url=https%3A%2F%2Fadmin-piol.posindonesia.co.id%2Fmedia%2Fpages-museum.jpg&w=750&q=75,"https://www.google.com/maps/place/Museum+Pos+Indonesia/@-6.8934327,107.6185513,17z/data=!4m6!3m5!1s0x2e68e64b5afecaeb:0x12b93c9309d6b441!8m2!3d-6.9020615!4d107.6197439!16s%2Fg%2F1hc1sbv2b?entry=ttu","-6.901566695643044, 107.62060243708923",-6.901566696,107.6206024
tfyzxluccv19t7s9l3ltp2q6u263bnx34arn79v0djbxuutxmrw7qmn,Museum Seni Rupa dan Kramik,"Museum Seni Rupa dan Keramik (Indonesia: Museum Seni Rupa dan Keramik) adalah sebuah museum di Jakarta, Indonesia. Museum ini didedikasikan khusus untuk menampilkan seni rupa tradisional dan keramik Indonesia. Museum ini terletak di sisi timur Lapangan Fatahillah, dekat Museum Sejarah Jakarta dan Museum Wayang.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"5,000.00",4.4,"Jl. Pos Kota No.2 9, RT.9/RW.7, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",https://dinaskebudayaan.jakarta.go.id/disbud_museum/content/uploads/user_62fba2fa86/Gedung_Museu_Seni_Rupa_dan_Keramik_III.JPG?1700553103406,"https://www.google.com/maps/place/Museum+of+Fine+Art+and+Ceramics/@-6.1342598,106.814552,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1dff428f242d:0x3ebe306f6e4f4a6b!8m2!3d-6.1342598!4d106.814552!16s%2Fm%2F09v74pc?entry=ttu","-6.1342544662974845, 106.81448762698615",-6.134254466,106.8144876
tfyefx3cv9vbowomivt8x496eqq56dtg0by2fle0wxwzpkpasitwymn,Museum Sepuluh Nopember Kota Surabaya,"Museum Sepuluh November Surabaya adalah salah satu museum yang terletak di Kota Surabaya, dibangun pada tahun 1945. Museum ini dibangun dengan tujuan untuk mempelajari dan memperdalam peristiwa Pertempuran Sepuluh November 1945, Museum Sepuluh November beralamat di Jalan Pahlawan, Surabaya.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Surabaya,"5,000.00",4.7,"Jl. Pahlawan, Alun-alun Contong, Kec. Bubutan, Surabaya, Jawa Timur 60174",https://img.antaranews.com/cache/800x533/2019/10/18/hologram-10-nopember.jpg.webp,"https://www.google.com/maps/place/Monumen+Tugu+Pahlawan+dan+Museum+Sepuluh+Nopember+Surabaya/@-7.245555,112.7378627,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f93fc001bc5d:0x110e38d8a6c23fbe!8m2!3d-7.245555!4d112.7378627!16s%2Fg%2F11f01txlq2?entry=ttu","-7.2454645331030605, 112.73784124232874",-7.245464533,112.7378412
