article_id,article_url,city,article_title,article_description,article_image
trfyhzhplxvbq72z7jt8z6mj34r59artcl,https://kabargarut.pikiran-rakyat.com/pariwisata/pr-3218139311/11-tempat-makan-enak-di-subang-wajib-kamu-coba-yuk-yang-jauh-mendekat-yang-dekat-merapat?page=all,Subang,"11 Tempat Makan Enak di Subang, Wajib Kamu Coba: Yuk, yang Jauh Mendekat, yang Dekat Merapat!","Subang, sebuah kabupaten di Jawa Barat yang kaya akan kuliner khas, menawarkan berbagai hidangan lezat yang menggoda selera. Dari nasi liwet hingga nasi ramen, Subang adalah surga bagi para pencinta kuliner. Namun, kali ini kita tidak hanya membahas makanan khasnya, tetapi juga tempat makan terbaik di Subang yang wajib kamu kunjungi.",https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/10/09/3037788875.jpg
trfye7tz0y2insdmlwz1vcni7uwauartcl,https://www.javatravel.net/curug-sukabumi,Sukabumi,15 Curug (Air Terjun) di Sukabumi yang Lagi Hits Dikunjungi,"Sukabumi menjadi salah satu daerah di Jawa Barat yang memiliki potensi wisata alam yang melimpah. Tak hanya memiliki banyak pantai yang menggoda, Air terjun atau curug yang dimiliki oleh Sukabumi juga tak kalah indah. Air Terjun yang ada dijamin akan membuat anda bisa menghilangkan penat sekaligus mendapatkan pengalaman yang luarbiasa.",https://www.javatravel.net/wp-content/uploads/2020/04/Curug-Cikanteh.jpg.webp
trfyx64s1jj28h0ezgsat0w9xd29dartcl,https://traveling.maslatip.com/kuliner-sukabumi.html,Sukabumi,17 Kuliner Khas Sukabumi Legendaris Yang Terkenal Enak Wajib Dicoba,"Sukabumi merupakan salah satu daerah di Jawa Barat yang menjadi incaran banyak wisatawan. Pasalnya, ada banyak sekali pilihan tempat wisata bagus di Sukabumi untuk liburan, seperti pantai, air terjun, goa, waterpark, wahana bermain, taman wisata, hingga sajian kulinernya yang lezat menggoyah lidah. Nah, buat Anda yang kebetulan sedang berlibur ke sana, pastikan jangan melewatkan beragam makanan khas Sukabumi. Tak hanya unik, cita rasa kulinernya pun enak bikin nagih. Harganya pun murah meriah ramah di kantong. ",https://img.kliknusae.com/uploads/2021/03/kuliner-khas-sukabumi-header99.jpg
trfyaju5abhyufg27kqi41104ty3eartcl,https://panduanwisata.id/danau-toba/,Samosir,"Danau Toba: Asal Usul, Letak Wisata dan Pesonanya","Danau Toba adalah Danau terluas dan terbesar se-Asia menurut Guinness World Record dan terletak di Pegunungan Bukit Barisan. Membentang di tujuh kabupaten di Sumatera Utara, dengan panjang 87 kilometer dan lebar 27 kilometer. Selain menyandang gelar terluas se-Asia, Toba Lake juga menyandang status sebagai danau yang terdalam, dengan kedalaman mencapai 450 meter. Luasnya 1.145 km2 di mana luas ini bahkan hampir dua kali luas negara Singapura.",https://1.bp.blogspot.com/-KmzXblN74tc/XXW1PSbfaeI/AAAAAAAAHEs/fbBzWzWO8ZMx3e36Qjep0Sc9YdPOWqVOQCLcBGAs/s1600/Danau_Toba_dari_Samosir.jpg
trfyxw813xeyji5yc5z8f43uvdjsbartcl,https://www.idntimes.com/food/dining-guide/rosma-stifani/tempat-makan-di-samosir-yang-lokasinya-sekitar-danau-toba-c1c2?page=all,Samosir,6 Tempat Makan di Samosir yang Lokasinya Sekitar Danau Toba,"Danau terbesar di Indonesia ini letaknya mencakup beberapa kabupaten di Sumatra Utara. Salah satu kabupaten yang dilalui oleh Danau Toba tersebut adalah Samosir.Sebab itu, bila kamu kepengin berwisata menikmati panorama alam Danau Toba bisa dari Samosir, lho. Gak cuma berwisata, kamu juga bisa sekaligus kulineran. Berikut enam rekomendasi tempat makan di Kabupaten Samosir yang lokasinya di sekitar Danau Toba.",https://cdn.idntimes.com/content-images/community/2023/12/img-20231205-194201-b5df63cdf19e8dc789ccb28d128139c6_600x400.jpg
trfypbr4c42yb9odkpmu66lmt9wgrartcl,https://news.detik.com/berita/d-7028275/serba-serbi-museum-10-nopember-dan-tugu-pahlawan-surabaya,Surabaya,Serba-serbi Museum 10 Nopember dan Tugu Pahlawan Surabaya,"Museum Sepuluh Nopember dan Monumen Tugu Pahlawan Surabaya merupakan museum dan monumen yang didirikan untuk mengenang sejarah Pertempuran 10 November 1945 di Surabaya. Peristiwa yang diperingati sebagai Hari Pahlawan. Museum 10 Nopember dan Monumen Tugu Pahlawan Surabaya dibangun pada tahun 1991 dan diresmikan pada tahun 2000 silam. Lokasi museum dan monumen ini terletak di Jalan Pahlawan, Alun-alun Contong, Kecamatan Bubutan, Kota Surabaya.",https://lapispahlawan.co.id/uploads/2/2021-08/795-big_slider_03_31_pahlawan_surabaya.jpg.jpeg
trfyeiv1ugcdcf505q8y9ce8pavkhartcl,https://anekatempatwisata.com/kuliner-surabaya/,Surabaya,18 Tempat Wisata Kuliner Legend di Surabaya yang Wajib Dicoba,"Kota terbesar kedua di Indonesai ini tidak akan disebut Kota Pahlawan jika bukan karena sejarah panjangnya terhadap kemerdekaan bangsa. Ada banyak catatan bersejarah di sudut kota ini. Namun tidak hanya itu, Surabaya juga boleh dibilang sebagai gudang wisata kuliner. Ada banyak jenis makanan unik yang sayang untuk kamu lewatkan. Nah jika kamu berkunjung ke ibu kota Provinsi Jawa Timur ini, cobalah untuk berkunjung ke tempat-tempat wisata kuliner Surabaya berikut ini.",https://doyanayam.com/wp-content/uploads/2022/03/wisata-kuliner-wajib-suroboyo.png
trfy9ngakrff6wfv3d0d36ofe9mk0artcl,https://www.traveloka.com/id-id/explore/destination/telaga-menjer-di-wonosobo-acc/362872,Wonosobo,"Telaga Menjer, Wisata Penuh Panorama yang Tersembunyi di Wonosobo","Telaga Menjer merupakan lokasi wisata yang terletak di Desa Maron, Kecamatan Garung, Kabupaten Wonosobo. Tempat tersebut berjarak sekitar 11 km dan butuh waktu tempuh kira-kira 30 menit dari pusat kota Wonosobo. Telaga Menjer menawarkan panorama luar biasa, juga dikelilingi lingkungan yang masih sangat asri. Oleh karena itu, Telaga Menjer sangat cocok dijadikan sebagai destinasi wisata untuk melepas stres dan penat.","https://ik.imagekit.io/tvlk/blog/2024/05/dq7j2LI5-shutterstock_1400526452.jpg?tr=dpr-2,w-675"
trfyfw0x58ixy4b7s3gu73wioonqgartcl,https://deskjabar.pikiran-rakyat.com/ragam/pr-1137629209/ke-wonosobo-jangan-lupa-mencicipi-lezatnya-soto-sapi-khas-wonosobo-eds-terkenal-sejak-tahun-1986?page=all,Wonosobo,"Ke Wonosobo? Jangan Lupa Mencicipi Lezatnya Soto Sapi Khas Wonosobo EDS, Terkenal Sejak Tahun 1986","Salah satu soto yang terkenal di Kabupaten Wonosobo adalah Soto Sapi EDS yang jualannya di pusat kota Wonosobo sejak pagi hingga malam hari. Berbeda dengan soto sapi lainnya,  Soto EDS memiliki kekhasan, Daging sapi segar dengan kuah nya yang condong kerasa manis membuat  Soto EDS menjadi buruan para pencari kuliner yang datang ke Wonosobo. Berjualan sejak tahun 1986, Soto EDS sudah masuk ke generasi kedua.",https://static.promediateknologi.id/crop/39x12:806x462/750x500/webp/photo/p1/467/2023/08/31/Soto-Sapi-EDS-Wonosobo-51128419.jpg
trfybg1aalnpk1b6vjkzilv2hqh8rartcl,https://jogja.idntimes.com/travel/destination/sha-kookie/kampung-wisata-di-kali-code-jogja-c1c2?page=all,Yogyakarta,"4 Kampung Wisata di Kali Code Jogja, Tawarkan Sensasi Liburan Berbeda","Kali Code, sungai yang membelah Kota Yogyakarta, melintasi berbagai wilayah dengan pemukiman padat penduduk di sekitarnya. Meskipun dulu dihadapkan pada masalah klasik dan dikenal sebagai daerah kumuh, kini kampung-kampung di sekitar Kali Code telah berubah menjadi kawasan wisata yang potensial. Transformasi ini tidak terlepas dari peran proaktif masyarakat dan pemerintah yang bekerja sama untuk menyulap kawasan tersebut menjadi tempat yang lebih cantik dan nyaman. Inilah empat kampung wisata di sepanjang Kali Code Jogja yang wajib kamu kenal, karena menawarkan pesona dan daya tarik tersendiri bagi para pengunjung.",https://indonesiatraveler.id/wp-content/uploads/2020/03/oke-10.jpg
trfy65pcoehzhplxvbq72z7jt8z6martcl,https://jogja.idntimes.com/food/dining-guide/sha-kookie/5-resto-kampung-bule-prawirotaman-jogja-tempat-cozy-makanannya-enak-c1c2?page=all,Yogyakarta,"5 Resto Kampung Bule Prawirotaman Jogja, Tempat Cozy Makanannya Enak ","Yogyakarta merupakan kota wisata yang selalu dibanjiri wisatawan lokal maupun asing. Salah satu kawasan yang ramai dan bahkan mendapat julukan kampung bule kawasan Prawirotaman. Sebutan ini merujuk pada banyaknya turis asing yang singgah dan menginap di penginapan yang terletak di kawasan tersebut. Tak hanya ramai sebagai tempat penginapan, kawasan ini banyak terdapat bar, restoran dan kafe yang banyak menyediakan menu makanan western dan Indonesia.",https://cdn.idntimes.com/content-images/community/2022/07/fromandroid-78b78dd21fe203d14aeb55a41e610702.jpg
trfyj34r59e7tz0y2insdmlwz1vcnartcl,https://www.goodnewsfromindonesia.id/2024/02/17/pesona-lembah-harau-desa-konoha-di-sumatra-barat-yang-dulunya-adalah-lautan,Kabupaten Lima Puluh Kota,"Pesona Lembah Harau, “Desa Konoha” di Sumatra Barat yang Dulunya Adalah Lautan","Sumatra Barat memiliki berbagai keindahan bentang alam yang akan membuat takjub siapapun yang melihatnya. Hal ini pula yang membuat tujuan wisata alam di sini seakan tidak ada habisnya. Dari sekian banyaknya pesona alam yang bisa dinikmati di sini, satu yang tidak kalah menarik perhatian adalah Lembah Harau. Pemandangan perkampungan yang dikelilingi suasana alam yang hijau serta tebing tinggi di sekitarnya mungkin membuat sebagian dari Kawan GNFI teringat salah satu desa di anime Naruto, yaitu Desa Konohagakure.",https://rentalmobilpadang.co.id/wp-content/uploads/2020/03/Lembah-Harau-Wisata-Alam-Kekinian-yang-Makin-Instagramable.jpg
trfyi7uwaux64s1jj28h0ezgsat0wartcl,https://www.carikulinerindonesia.com/#rekomendasi#lima-puluh-kota#aneka_nasi#,Kabupaten Lima Puluh Kota,20 Rekomendasi Restoran Di Lima Puluh Kota Yang Menyediakan Menu Aneka Nasi,"Kalau Anda Berkunjung di Lima Puluh Kota tidak lengkap jika tidak mencoba kuliner Aneka Nasi yang disediakan oleh restoran, warung atau cafe yang terkenal dengan kelezatan rasanya. Disini kami memilih 20 restoran terbaik di Lima Puluh Kota yang menyajikan menu Aneka Nasi berdasarkan rasa, penyajian, terlaris. terfavorit dan harga menurut pembeli.",https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/ec83ede6-9345-4945-b4f8-83aaa5c33023.jpg?w=250
trfy9xd29daju5abhyufg27kqi411artcl,https://anekatempatwisata.com/10-tempat-wisata-di-pontianak-yang-wajib-dikunjungi/,Pontianak,10 Tempat Wisata di Pontianak yang Wajib Dikunjungi,"Pontianak terkenal dengan garis khatulistiwanya. Kota ini memang menjadi salah satu wilayah di dunia yang dilalui oleh garis imajinasi yang membagi bumi menjadi dua bagian, utara dan selatan. Untuk menguatkan predikatnya sebagai Kota Khatulistiwa, di Pontianak didirikan sebuah tugu tepat di lokasi yang diduga sebagai garis tengah bumi tersebut. Selain itu, Pontianak juga dilalui oleh dua sungai yaitu Sungai Kapuas dan Sungai Landak. Kedua sungai ini bahkan tergambar dalam logo kota. Tak hanya populer dengan garis khatulistiwa dan Sungai Kapuasnya, kota ini juga memiliki banyak tempat wisata yang dibanggakan.",https://superlive.id/storage/superadventure/2020/02/04/4f18652d601c.jpg
trfy04ty3exw813xeyji5yc5z8f43artcl,https://phinemo.com/kuliner-pontianak-enak-dan-legendaris/,Pontianak,Rekomendasi Kuliner Pontianak Paling Enak dan Legendaris,"Terkenal sebagai kota khatulistiwa, Pontianak seakan menjadi magnet tersendiri bagi wisatawan. Keragaman budaya Dayak, Melayu dan Tionghoa menambah keistimewaan Kota Khatulistiwa ini di mata wisatawan. Bahkan karena keragaman budaya itu,  kuliner Pontianak juga populer sangat variatif.",https://phinemo.com/wp-content/uploads/2017/12/23594516_1641361239236641_7260894878224089088_n.jpg
